[2026-06-20 06:15:56 INF] UniversalERP API başarıyla başlatıldı.
[2026-06-20 06:16:10 WRN] Failed to determine the https port for redirect.
[2026-06-20 06:16:10 INF] HTTP OPTIONS /api/dashboard responded 204 in 75.7959 ms
[2026-06-20 06:16:10 INF] HTTP OPTIONS /api/dashboard responded 204 in 75.9521 ms
[2026-06-20 06:16:10 INF] HTTP OPTIONS /hubs/erp/negotiate responded 204 in 75.8404 ms
[2026-06-20 06:16:10 INF] HTTP OPTIONS /hubs/erp/negotiate responded 204 in 75.8622 ms
[2026-06-20 06:16:10 INF] HTTP GET /api/dashboard responded 401 in 77.9057 ms
[2026-06-20 06:16:10 INF] HTTP POST /hubs/erp/negotiate responded 401 in 79.6915 ms
[2026-06-20 06:16:10 INF] HTTP POST /hubs/erp/negotiate responded 401 in 79.7431 ms
[2026-06-20 06:16:10 INF] HTTP GET /api/dashboard responded 401 in 2.4549 ms
[2026-06-20 06:16:38 INF] HTTP OPTIONS /api/auth/login responded 204 in 0.2344 ms
[2026-06-20 06:16:39 INF] Giriş başarılı: master@erp.com | Rol: SuperAdmin | TenantId: 1
[2026-06-20 06:16:39 INF] HTTP POST /api/auth/login responded 200 in 579.6156 ms
[2026-06-20 06:16:39 INF] HTTP OPTIONS /api/dashboard responded 204 in 0.0996 ms
[2026-06-20 06:16:39 INF] HTTP OPTIONS /api/dashboard responded 204 in 0.1510 ms
[2026-06-20 06:16:39 INF] HTTP OPTIONS /hubs/erp/negotiate responded 204 in 0.6018 ms
[2026-06-20 06:16:39 INF] HTTP GET /api/dashboard responded 401 in 0.2945 ms
[2026-06-20 06:16:39 INF] HTTP POST /hubs/erp/negotiate responded 200 in 11.0597 ms
[2026-06-20 06:16:39 INF] SignalR bağlantısı: Anonim | TenantId: 1
[2026-06-20 06:16:39 INF] HTTP GET /api/dashboard responded 200 in 273.1944 ms
[2026-06-20 06:16:59 INF] HTTP OPTIONS /api/products responded 204 in 0.3284 ms
[2026-06-20 06:16:59 INF] HTTP OPTIONS /api/products responded 204 in 0.3075 ms
[2026-06-20 06:16:59 INF] HTTP GET /api/products responded 200 in 42.4475 ms
[2026-06-20 06:16:59 INF] HTTP GET /api/products responded 200 in 3.8462 ms
[2026-06-20 06:17:11 INF] HTTP OPTIONS /api/customers responded 204 in 0.1530 ms
[2026-06-20 06:17:11 INF] HTTP OPTIONS /api/customers responded 204 in 0.2817 ms
[2026-06-20 06:17:11 INF] HTTP GET /api/customers responded 200 in 18.9223 ms
[2026-06-20 06:17:11 INF] HTTP GET /api/customers responded 200 in 5.2941 ms
[2026-06-20 06:17:17 INF] HTTP OPTIONS /api/sales responded 204 in 0.0912 ms
[2026-06-20 06:17:17 INF] HTTP OPTIONS /api/customers responded 204 in 0.2566 ms
[2026-06-20 06:17:17 INF] HTTP OPTIONS /api/sales responded 204 in 0.0619 ms
[2026-06-20 06:17:17 INF] HTTP OPTIONS /api/products responded 204 in 0.0792 ms
[2026-06-20 06:17:17 INF] HTTP OPTIONS /api/products responded 204 in 0.0541 ms
[2026-06-20 06:17:17 INF] HTTP OPTIONS /api/customers responded 204 in 0.2056 ms
[2026-06-20 06:17:17 INF] HTTP GET /api/customers responded 200 in 3.5448 ms
[2026-06-20 06:17:17 INF] HTTP GET /api/products responded 200 in 3.5852 ms
[2026-06-20 06:17:17 INF] HTTP GET /api/customers responded 200 in 2.0933 ms
[2026-06-20 06:17:17 INF] HTTP GET /api/products responded 200 in 1.9519 ms
[2026-06-20 06:17:17 INF] HTTP GET /api/sales responded 200 in 45.5859 ms
[2026-06-20 06:17:17 INF] HTTP GET /api/sales responded 200 in 4.9416 ms
[2026-06-20 06:17:23 INF] HTTP OPTIONS /api/customers responded 204 in 0.4656 ms
[2026-06-20 06:17:23 INF] HTTP OPTIONS /api/serviceorders responded 204 in 0.4787 ms
[2026-06-20 06:17:23 INF] HTTP OPTIONS /api/customers responded 204 in 0.0907 ms
[2026-06-20 06:17:23 INF] HTTP OPTIONS /api/serviceorders responded 204 in 0.2333 ms
[2026-06-20 06:17:23 INF] HTTP GET /api/customers responded 200 in 5.3845 ms
[2026-06-20 06:17:23 INF] HTTP GET /api/customers responded 200 in 2.8752 ms
[2026-06-20 06:17:23 INF] HTTP GET /api/serviceorders responded 200 in 25.6488 ms
[2026-06-20 06:17:23 INF] HTTP GET /api/serviceorders responded 200 in 3.3874 ms
[2026-06-20 06:17:24 INF] HTTP OPTIONS /api/projecttasks responded 204 in 0.0886 ms
[2026-06-20 06:17:24 INF] HTTP OPTIONS /api/projecttasks responded 204 in 0.0776 ms
[2026-06-20 06:17:24 INF] HTTP GET /api/projecttasks responded 200 in 41.3158 ms
[2026-06-20 06:17:24 INF] HTTP GET /api/projecttasks responded 200 in 2.2852 ms
[2026-06-20 06:17:27 INF] HTTP OPTIONS /api/auditlogs responded 204 in 0.1697 ms
[2026-06-20 06:17:27 INF] HTTP OPTIONS /api/auditlogs responded 204 in 0.1904 ms
[2026-06-20 06:17:27 INF] HTTP GET /api/auditlogs responded 200 in 162.3039 ms
[2026-06-20 06:17:27 INF] HTTP GET /api/auditlogs responded 200 in 4.2078 ms
[2026-06-20 06:17:33 INF] HTTP OPTIONS /api/tenants/settings responded 204 in 0.1572 ms
[2026-06-20 06:17:33 INF] HTTP OPTIONS /api/tenants/settings responded 204 in 0.0646 ms
[2026-06-20 06:17:33 INF] HTTP GET /api/tenants/settings responded 200 in 18.2069 ms
[2026-06-20 06:17:33 INF] HTTP GET /api/tenants/settings responded 200 in 3.0476 ms
[2026-06-20 06:17:42 INF] HTTP OPTIONS /api/dashboard responded 204 in 0.1620 ms
[2026-06-20 06:17:42 INF] HTTP OPTIONS /api/dashboard responded 204 in 0.1422 ms
[2026-06-20 06:17:42 INF] HTTP GET /api/dashboard responded 200 in 29.9782 ms
[2026-06-20 06:17:42 INF] HTTP GET /api/dashboard responded 200 in 21.7672 ms
[2026-06-20 06:38:56 INF] HTTP GET /hubs/erp responded 101 in 1336879.1928 ms
[2026-06-20 11:59:36 INF] HTTP OPTIONS /hubs/erp/negotiate responded 204 in 0.2087 ms
[2026-06-20 11:59:36 INF] HTTP POST /hubs/erp/negotiate responded 401 in 1.3574 ms
